Edad,RangoEdad,Sexo,EstadoCivil,TipoLocalidad,Comuna,Zona,Estrato,TipoVivienda,TiempoEnMedellin,PersonasConLasQueVive,AfiliacionSalud,NivelEstudio,Estudia,ValoracionOportunidadesDeLaCiudadParaEstudiar,ValoracionInstitucionEnHabilidadesDelMundoLaboral,ImpactoProfesoresEnLaVida,Trabaja,PercepcionOfertaLaboral,GastoSemanalTransporte,GastoSemanalRumba,GastoSemanalObligacionesFamiliares,EdadALaQueTuvoPrimerHijo,EdadPrimeraRelacionSexual,ConsumoDrogas,ConsumoCigarrillo,ConsumoLicor,FrecuenciaEjercicio,FrecuenciaLectura,ParticipacionMarchas,ActividadesComunitarias,ParticipacionVoluntariados,ParticipacionGrupoJuvenil
16,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 10,Sí,Favorable,Ni favorable/ Ni desfavorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,A veces,A veces,No,Sí,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 10,Sí,Muy favorable,Desfavorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,14,No,No,Sí,Nunca,Casi nunca,No,Sí,No,Sí
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Subsidiado/ Sisben,Grado 9,Sí,Desfavorable,Muy favorable,Muy desfavorable,No,Muy Mala,0,0,0,No Aplica,No Aplica,No,No,No,Siempre,Casi Siempre,No,Sí,Sí,No
16,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tu propiedad,Siempre,4 personas,Subsidiado/ Sisben,Grado 11,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Muy buena,0,20000,0,No Aplica,No Aplica,Sí,No,Sí,Casi Siempre,A veces,No,Sí,No,Sí
16,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 11,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,Nunca,Nunca,No,No,No,No
14,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 3,Prestado por un familiar o amigo,Siempre,8 personas,Beneficiario,Grado 9,Sí,Favorable,Favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,21000,No Aplica,No Aplica,No,No,No,Casi Siempre,A veces,No,Sí,Sí,No
14,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 9,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,No,Casi nunca,A veces,No,Sí,No,Sí
14,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,7 personas,Subsidiado/ Sisben,Grado 8,Sí,Favorable,Favorable,Muy favorable,No,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,A veces,Nunca,No,Sí,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,De 5 a 10 años,3 personas,Subsidiado/ Sisben,Grado 9,Sí,Favorable,Favorable,Muy favorable,No,Mala,0,0,0,No Aplica,No Aplica,No,No,No,A veces,Casi Siempre,No,No,No,Sí
14,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 7,Sí,Favorable,Favorable,Desfavorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,No Aplica,No,No,No,Siempre,Siempre,No,No,No,No
14,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,Alquilado,Siempre,3 personas,Beneficiario,Grado 8,Sí,Muy favorable,Desfavorable,Desfavorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,Nunca,No,No,No,Sí
18,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 1,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 11,Sí,Muy desfavorable,Muy favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Muy Mala,0,17000,0,No Aplica,No Aplica,No,No,Sí,Siempre,Siempre,No,No,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,Alquilado,Menos de 1 año,Más de 10 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Favorable,No,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,Casi nunca,No,Sí,No,Sí
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 10,Sí,Favorable,Favorable,Muy favorable,Nunca he trabajado,Mala,0,0,0,No Aplica,No Aplica,No,No,Sí,Siempre,Casi nunca,No,Sí,No,No
17,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,Alquilado,Siempre,7 personas,Subsidiado/ Sisben,Grado 11,Sí,Muy favorable,Muy favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,A veces,Casi nunca,No,No,No,Sí
15,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 1,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 10,Sí,Muy favorable,Muy favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,14,Sí,Sí,Sí,A veces,Casi nunca,Sí,No,Sí,No
18,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,10 personas,Ninguno,Grado 10,Sí,Favorable,Muy favorable,Muy favorable,No,Buena,0,15000,0,No Aplica,16,No,No,Sí,A veces,A veces,No,No,No,No
20,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 1,Alquilado,Siempre,4 personas,Subsidiado/ Sisben,Grado 10,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,50000,No Aplica,No Aplica,No,No,No,A veces,A veces,No,No,No,No
17,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tu propiedad,Siempre,5 personas,Subsidiado/ Sisben,Grado 11,Sí,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,50000,0,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,Casi Siempre,No,Sí,No,No
17,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tu propiedad,Siempre,5 personas,Subsidiado/ Sisben,Grado 9,Sí,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,12,Sí,No,No,Siempre,A veces,No,No,No,No
14,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,Alquilado,Siempre,6 personas,Subsidiado/ Sisben,Grado 8,Sí,Ni favorable/ Ni desfavorable,Favorable,Muy favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,Siempre,No,No,No,No
19,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tu propiedad,Siempre,6 personas,Beneficiario,Grado 11,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Mala,0,8000,0,No Aplica,14,No,No,Sí,Casi Siempre,Siempre,Sí,Sí,No,Sí
17,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tu propiedad,Siempre,2 personas,Beneficiario,Grado 11,Sí,Muy favorable,Favorable,Muy favorable,Nunca he trabajado,Muy buena,23000,10000,0,No Aplica,14,No,No,Sí,Casi Siempre,A veces,No,Sí,Sí,No
16,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,Prestado por un familiar o amigo,Siempre,4 personas,Beneficiario,Grado 10,Sí,Ni favorable/ Ni desfavorable,Desfavorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Mala,0,0,0,No Aplica,No Aplica,No,No,Sí,A veces,A veces,No,No,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tu propiedad,De 5 a 10 años,3 personas,Subsidiado/ Sisben,Grado 10,Sí,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Favorable,Nunca he trabajado,Mala,10000,0,0,No Aplica,No Aplica,No,No,No,A veces,Casi Siempre,No,No,No,No
14,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 5,Alquilado,Siempre,4 personas,Beneficiario,Grado 9,Sí,Muy favorable,Muy favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,No,A veces,A veces,No,No,No,No
16,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tu propiedad,De 1 a 5 años,5 personas,Beneficiario,Grado 11,Sí,Favorable,Favorable,Muy favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,Nunca,A veces,No,No,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 1,De tu propiedad,Siempre,3 personas,Subsidiado/ Sisben,Grado 10,Sí,Muy favorable,Ni favorable/ Ni desfavorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,Nunca,No,Sí,No,No
17,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tu propiedad,Más de 10 años,3 personas,Subsidiado/ Sisben,Grado 11,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,No,Buena,10000,25000,0,No Aplica,13,No,Sí,Sí,A veces,Nunca,Sí,No,No,No
16,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 3,Alquilado,De 1 a 5 años,5 personas,Subsidiado/ Sisben,Grado 11,Sí,Muy favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,No,Nunca,Casi Siempre,No,No,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,Alquilado,Siempre,4 personas,Subsidiado/ Sisben,Grado 9,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,No,A veces,A veces,No,Sí,No,No
16,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,Alquilado,Menos de 1 año,4 personas,Beneficiario,Grado 11,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,50000,15000,0,No Aplica,No Aplica,No,No,Sí,Casi nunca,A veces,No,No,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tu propiedad,Siempre,4 personas,Subsidiado/ Sisben,Grado 10,Sí,Favorable,Favorable,Favorable,Sí,Buena,0,0,0,No Aplica,15,No,No,No,Casi nunca,A veces,No,Sí,No,Sí
22,22-26 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,Alquilado,Menos de 1 año,Vive solo,Subsidiado/ Sisben,Grado 11,No,Favorable,Favorable,Favorable,Sí,Mala,0,20000,20000,No Aplica,13,Sí,Sí,Sí,Casi nunca,Casi nunca,No,No,No,No
19,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 1,De tu propiedad,Más de 10 años,7 personas,Subsidiado/ Sisben,Grado 11,Sí,Desfavorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,10000,20000,0,No Aplica,18,No,No,Sí,A veces,A veces,No,No,No,No
17,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,Alquilado,Siempre,7 personas,Beneficiario,Grado 11,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,No,Ni buena/ Ni mala,0,20000,0,No Aplica,No Aplica,No,Sí,Sí,A veces,A veces,No,No,No,Sí
18,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,Alquilado,Siempre,6 personas,Subsidiado/ Sisben,Grado 11,Sí,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,No,Ni buena/ Ni mala,0,7000,0,No Aplica,16,No,No,Sí,Casi Siempre,A veces,No,No,No,Sí
15,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,2 personas,Subsidiado/ Sisben,Grado 9,Sí,Muy favorable,Muy favorable,Ni favorable/ Ni desfavorable,Sí,Muy Mala,0,20000,0,No Aplica,12,No,Sí,Sí,Siempre,Casi nunca,No,No,No,No
17,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,De 5 a 10 años,4 personas,Beneficiario,Grado 11,Sí,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,30000,15000,0,No Aplica,16,Sí,Sí,Sí,Casi Siempre,Casi Siempre,No,No,No,Sí
17,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 3,Alquilado,Siempre,4 personas,Subsidiado/ Sisben,Grado 11,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,25000,0,No Aplica,14,Sí,Sí,Sí,A veces,Casi Siempre,No,No,No,Sí
18,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Subsidiado/ Sisben,Grado 11,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Muy buena,0,0,0,No Aplica,No Aplica,No,Sí,Sí,A veces,A veces,No,No,No,No
16,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,Alquilado,Más de 10 años,4 personas,Subsidiado/ Sisben,Grado 11,Sí,Muy favorable,Favorable,Muy favorable,Nunca he trabajado,Buena,0,20000,0,No Aplica,No Aplica,No,No,Sí,A veces,Siempre,No,No,No,No
17,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 11,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,15000,0,No Aplica,No Aplica,No,No,Sí,A veces,A veces,No,No,No,No
20,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Grado 11,Sí,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Favorable,Sí,Buena,30000,30000,0,No Aplica,15,Sí,No,Sí,Nunca,Casi nunca,Sí,No,No,Sí
17,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 3,De tus padres/ hermanos,Siempre,7 personas,Beneficiario,Tecnología Incompleta o en curso,Sí,Muy favorable,Muy favorable,Favorable,Nunca he trabajado,Muy Mala,15000,25000,0,No Aplica,15,No,No,Sí,Casi Siempre,Casi Siempre,No,No,No,Sí
16,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 10,No,Muy favorable,Favorable,Muy favorable,Sí,Muy Mala,9000,0,0,No Aplica,12,No,Sí,Sí,Siempre,Casi nunca,No,Sí,No,Sí
14,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 3,No,Muy favorable,Favorable,Favorable,Sí,Muy Mala,0,0,0,No Aplica,No Aplica,No,Sí,Sí,Siempre,Casi nunca,Sí,Sí,No,No
24,22-26 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 3,De tu propiedad,Siempre,5 personas,Ninguno,Tecnología Completa,No,Favorable,Favorable,Favorable,Sí,Muy Mala,0,10000,0,No Aplica,21,No,No,Sí,Casi nunca,Casi nunca,No,No,No,Sí
23,22-26 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 1,De tu propiedad,Siempre,6 personas,Subsidiado/ Sisben,Técnica Completa,No,Ni favorable/ Ni desfavorable,Favorable,Favorable,Sí,Ni buena/ Ni mala,30000,0,0,No Aplica,16,No,No,No,A veces,A veces,No,No,No,No
16,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 1,De tu propiedad,De 1 a 5 años,2 personas,Beneficiario,Grado 11,Sí,Favorable,Desfavorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,Nunca,Siempre,No,No,No,No
16,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tu propiedad,Siempre,4 personas,Beneficiario,Grado 11,Sí,Favorable,Desfavorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,Nunca,Siempre,No,No,No,No
19,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tu propiedad,Siempre,6 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Desfavorable,Desfavorable,Sí,Buena,0,0,0,No Aplica,14,No,Sí,Sí,Casi Siempre,Casi nunca,No,Sí,No,No
14,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tu propiedad,Siempre,4 personas,Subsidiado/ Sisben,Grado 9,Sí,Desfavorable,Favorable,Favorable,Sí,Buena,20000,0,0,No Aplica,No Aplica,No,No,No,Siempre,A veces,No,No,No,Sí
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,De tu propiedad,De 1 a 5 años,3 personas,Beneficiario,Grado 10,Sí,Desfavorable,Favorable,Desfavorable,Nunca he trabajado,Nunca ha realizado,0,50000,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,Casi nunca,No,No,No,Sí
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 3,De tu propiedad,Siempre,3 personas,Beneficiario,Grado 9,Sí,Favorable,Ni favorable/ Ni desfavorable,Favorable,No,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,No,Casi nunca,Casi nunca,No,No,No,No
15,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,San Cristâ€”bal,RURAL,Estrato 2,Alquilado,Siempre,7 personas,Subsidiado/ Sisben,Grado 10,Sí,Favorable,Favorable,Muy favorable,No,Buena,0,20000,20000,No Aplica,14,No,Sí,Sí,Casi Siempre,A veces,No,No,No,Sí
16,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,De 1 a 5 años,3 personas,Subsidiado/ Sisben,Grado 9,Sí,Favorable,Favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Buena,0,10000,0,No Aplica,14,No,No,Sí,A veces,Casi Siempre,No,No,No,No
15,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Más de 10 años,5 personas,Subsidiado/ Sisben,Grado 5,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,12,No,No,No,Siempre,A veces,No,No,No,Sí
20,18-21 años,Hombre,No eres casado(a) y vives en pareja hace dos años o más,CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,5 personas,Cotizante,Grado 9,No,Favorable,Favorable,Favorable,Sí,Buena,6000,30000,100000,14,13,No,Sí,Sí,Nunca,Casi Siempre,No,No,No,No
20,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,De 1 a 5 años,6 personas,Subsidiado/ Sisben,Técnica Completa,No,Favorable,Favorable,Favorable,Sí,Buena,0,40000,70000,No Aplica,16,No,No,Sí,Siempre,A veces,No,No,No,No
17,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tu propiedad,Siempre,4 personas,Beneficiario,Grado 9,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,15000,0,0,No Aplica,17,No,No,Sí,Casi Siempre,Nunca,No,No,No,No
19,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,2 personas,Ninguno,Grado 11,No,Favorable,Favorable,Favorable,No,Mala,10000,0,0,No Aplica,15,No,No,No,A veces,Nunca,No,No,No,No
19,18-21 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Más de 10 años,5 personas,Subsidiado/ Sisben,Tecnología Incompleta o en curso,Sí,Favorable,Favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,15000,0,0,No Aplica,17,No,No,Sí,A veces,Siempre,No,No,No,No
17,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,De 1 a 5 años,7 personas,Beneficiario,Grado 8,No,Favorable,Muy favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,15,No,No,Sí,Casi nunca,Casi Siempre,No,No,No,No
15,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,De tus padres/ hermanos,Siempre,7 personas,Subsidiado/ Sisben,Grado 8,No,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,0,30000,0,No Aplica,14,No,Sí,Sí,A veces,A veces,No,No,No,No
25,22-26 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,De 1 a 5 años,2 personas,Subsidiado/ Sisben,Grado 10,Sí,Favorable,Favorable,Favorable,No,Muy buena,30000,50000,50000,16,15,No,No,Sí,A veces,Siempre,No,No,No,No
26,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Menos de 1 año,10 personas,Beneficiario,Grado 8,No,Muy favorable,Muy favorable,Favorable,No,Buena,0,0,0,19,15,No,No,No,Nunca,A veces,No,No,No,No
19,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,5 personas,Beneficiario,Tecnología Incompleta o en curso,Sí,Muy favorable,Muy favorable,Favorable,Sí,Buena,0,50000,0,No Aplica,14,No,No,Sí,Casi Siempre,Casi nunca,No,No,No,No
16,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 10,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Muy buena,25000,30000,0,No Aplica,No Aplica,No,No,Sí,Siempre,Casi Siempre,No,No,No,No
23,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,CORREGIMIENTO,Altavista,RURAL,Estrato 2,Alquilado,Siempre,2 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Favorable,Favorable,Sí,Buena,0,0,30000,No Aplica,16,Sí,No,Sí,Nunca,Nunca,No,No,No,No
23,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,CORREGIMIENTO,Altavista,RURAL,Estrato 1,Alquilado,Menos de 1 año,3 personas,Beneficiario,Tecnología Completa,No,Muy favorable,Muy favorable,Favorable,No,Buena,20000,0,0,19,18,No,No,Sí,Nunca,Siempre,No,No,No,Sí
18,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,Alquilado,Menos de 1 año,4 personas,Beneficiario,Grado 5,No,Favorable,Favorable,Favorable,No,Buena,20000,0,0,No Aplica,16,No,Sí,Sí,A veces,A veces,No,No,No,No
18,18-21 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 1,Alquilado,Menos de 1 año,3 personas,Subsidiado/ Sisben,Universitaria Incompleta o en curso,Sí,Muy favorable,Muy favorable,Favorable,No,Buena,45000,0,0,No Aplica,16,No,No,Sí,A veces,A veces,No,No,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,9 personas,Subsidiado/ Sisben,Grado 1,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,20000,0,0,No Aplica,No Aplica,No,No,No,A veces,A veces,No,No,No,No
15,14-17 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 9,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,40000,0,0,No Aplica,No Aplica,No,No,No,A veces,Siempre,No,No,No,No
22,22-26 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,De 5 a 10 años,9 personas,Subsidiado/ Sisben,Grado 6,No,Muy favorable,Favorable,Favorable,Sí,Buena,25000,0,80000,18,15,No,Sí,Sí,A veces,A veces,No,No,No,No
26,22-26 años,Mujer,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 11,No,Favorable,Muy favorable,Favorable,Nunca he trabajado,Buena,30000,0,0,No Aplica,No Aplica,No,No,Sí,Nunca,A veces,No,No,No,Sí
14,14-17 años,Hombre,Soltero(a),CORREGIMIENTO,Altavista,RURAL,Estrato 2,De tus padres/ hermanos,De 1 a 5 años,4 personas,Subsidiado/ Sisben,Grado 5,No,Muy favorable,Muy favorable,Favorable,No,Buena,40000,80000,0,No Aplica,8,No,No,No,Siempre,Siempre,No,No,No,No
